ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
198019,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,53+2,50+2,50+2,50+2,53+2,51+2,50+2,50+2,50+2,51+2
205443,66+2,66+2,66+2,60+2,62+2,62+2,62+2,60+2,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,46+2,44+2,44+2,44+2,46+2,45+2,47+2,47+2,47+2,45+2
214915,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,64+2,66+2,66+2,66+2,64+2,64+2,63+2,63+2,63+2,64+2
219779,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,66+2,58+2,58+2,58+2,66+2,51+2,47+2,47+2,47+2,51+2,48+2,42+2,42+2,42+2,48+2
161667,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,59+2,62+2,62+2,62+2,59+2,64+2,65+2,65+2,65+2,64+2,64+2,68+2,68+2,68+2,64+2
230019,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,66+2,66+2,64+2,64+2,64+2,66+2,65+2,61+2,61+2,61+2,65+2
238979,43+2,43+2,43+2,38+2,39+2,39+2,39+2,38+2,39+2,39+2,39+2,41+2,45+2,45+2,45+2,41+2,56+2,59+2,59+2,59+2,56+2,59+2,66+2,66+2,66+2,59+2
239747,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2,42+2,41+2,41+2,41+2,42+2,40+2,37+2,37+2,37+2,40+2
192643,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,63+2,61+2,59+2,59+2,59+2,61+2
212100,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,65+2,63+2,63+2,63+2,65+2,65+2,64+2,64+2,64+2,65+2
219780,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,57+2,60+2,60+2,60+2,57+2,63+2,65+2,65+2,65+2,63+2,63+2,64+2,64+2,64+2,63+2
186756,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,61+2,61+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,60+2
199813,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,65+2,66+2,66+2,66+2,65+2,64+2,66+2,66+2,66+2,64+2
136069,44+2,44+2,44+2,39+2,41+2,41+2,41+2,39+2,41+2,41+2,41+2,40+2,44+2,44+2,44+2,40+2,53+2,57+2,57+2,57+2,53+2,56+2,66+2,66+2,66+2,56+2
214661,59+2,59+2,59+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,65+2,66+2,66+2,66+2,65+2,64+2,63+2,63+2,63+2,64+2
223877,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,65+2,62+2,62+2,62+2,65+2,66+2,64+2,64+2,64+2,66+2
224389,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,59+2,59+2,59+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,39+2,39+2,39+2,44+2
230789,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,54+2,50+2,50+2,50+2,54+2,52+2,45+2,45+2,45+2,52+2
189573,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,65+2,61+2,61+2,61+2,65+2,60+2,58+2,58+2,58+2,60+2,59+2,58+2,58+2,58+2,59+2
204422,55+2,55+2,55+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,54+2,58+2,58+2,58+2,54+2,60+2,64+2,64+2,64+2,60+2,61+2,66+2,66+2,66+2,61+2
205190,47+2,47+2,47+2,52+2,49+2,49+2,49+2,52+2,51+2,51+2,51+2,54+2,55+2,55+2,55+2,54+2,64+2,65+2,65+2,65+2,64+2,65+2,68+2,68+2,68+2,65+2
152454,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,68+2,64+2,64+2,64+2,68+2,64+2,61+2,61+2,61+2,64+2,64+2,61+2,61+2,61+2,64+2
217990,57+2,57+2,57+2,58+2,56+2,56+2,56+2,58+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,65+2,62+2,62+2,62+2,65+2,66+2,65+2,65+2,65+2,66+2
224134,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,66+2
188038,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2
143751,54+2,54+2,54+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,63+2,63+2,63+2,66+2
219527,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,51+2,51+2,51+2,56+2,52+2,52+2,52+2,56+2,65+2,59+2,59+2,59+2,65+2,65+2,64+2,64+2,64+2,65+2
231815,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,63+2,66+2,66+2,66+2,63+2,63+2,64+2,64+2,64+2,63+2
234119,63+2,63+2,63+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,68+2,65+2,65+2,65+2,68+2,60+2,57+2,57+2,57+2,60+2,57+2,50+2,50+2,50+2,57+2
243591,65+2,65+2,65+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2,40+2,40+2,40+2,40+2,40+2,38+2,37+2,37+2,37+2,38+2
186503,57+2,57+2,57+2,58+2,57+2,57+2,57+2,58+2,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,66+2,66+2,66+2,65+2
191111,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,66+2,62+2,62+2,62+2,66+2,65+2,60+2,60+2,60+2,65+2
201352,,,,,,,,,,,,,,,,,,,,,,,,,,
204424,,,,,,,,,,,,,,,,,,,,,,,,,,
238984,58+2,58+2,58+2,66+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,55+2,55+2,55+2,66+2,52+2,44+2,44+2,44+2,52+2,48+2,37+2,37+2,37+2,48+2
241032,59+2,59+2,59+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,66+2,67+2,67+2,67+2,66+2,66+2,64+2,64+2,64+2,66+2
236169,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,57+2,53+2,53+2,53+2,57+2,55+2,48+2,48+2,48+2,55+2
189833,52+2,52+2,52+2,58+2,54+2,54+2,54+2,58+2,55+2,55+2,55+2,60+2,56+2,56+2,56+2,60+2,66+2,61+2,61+2,61+2,66+2,65+2,62+2,62+2,62+2,65+2
144010,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,64+2
211850,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,60+2,60+2,60+2,67+2,55+2,49+2,49+2,49+2,55+2,51+2,43+2,43+2,43+2,51+2
213642,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,62+2,57+2,57+2,57+2,62+2,47+2,44+2,44+2,44+2,47+2,45+2,39+2,39+2,39+2,45+2
223114,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,56+2,56+2,56+2,56+2,56+2,54+2,52+2,52+2,52+2,54+2
171402,60+2,60+2,60+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,59+2,57+2,57+2,57+2,59+2,57+2,50+2,50+2,50+2,57+2
195722,57+2,57+2,57+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,62+2,62+2,62+2,66+2
203915,42+2,42+2,42+2,41+2,40+2,40+2,40+2,41+2,40+2,40+2,40+2,43+2,46+2,46+2,46+2,43+2,58+2,59+2,59+2,59+2,58+2,60+2,65+2,65+2,65+2,60+2
221323,44+2,44+2,44+2,43+2,42+2,42+2,42+2,43+2,42+2,42+2,42+2,44+2,44+2,44+2,44+2,44+2,56+2,56+2,56+2,56+2,56+2,59+2,65+2,65+2,65+2,59+2
224395,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,56+2,52+2,52+2,52+2,56+2,53+2,44+2,44+2,44+2,53+2
232843,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,56+2,54+2,54+2,54+2,56+2,54+2,48+2,48+2,48+2,54+2
234891,57+2,57+2,57+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,62+2,63+2,63+2,63+2,62+2,61+2,57+2,57+2,57+2,61+2
239755,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,48+2,43+2,43+2,43+2,48+2,45+2,36+2,36+2,36+2,45+2
224140,57+2,57+2,57+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,64+2,65+2,65+2,65+2,64+2
238988,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,64+2,61+2,61+2,61+2,64+2,66+2,62+2,62+2,62+2,66+2,66+2,62+2,62+2,62+2,66+2
177804,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,63+2,63+2
220045,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,55+2,49+2,49+2,49+2,55+2,52+2,42+2,42+2,42+2,52+2
223117,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,67+2,67+2,67+2,66+2
234893,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,64+2,48+2,48+2,48+2,48+2,48+2,45+2,39+2,39+2,39+2,45+2
236173,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,63+2,60+2,60+2,60+2,63+2,49+2,47+2,47+2,47+2,49+2,47+2,42+2,42+2,42+2,47+2
213646,,,,,,,,,,,,,,,,,,,,,,,,,,
220558,57+2,57+2,57+2,61+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,62+2,64+2,64+2,64+2,62+2,60+2,58+2,58+2,58+2,60+2
227982,59+2,59+2,59+2,60+2,61+2,61+2,61+2,60+2,63+2,63+2,63+2,61+2,65+2,65+2,65+2,61+2,60+2,64+2,64+2,64+2,60+2,59+2,59+2,59+2,59+2,59+2
238222,52+2,52+2,52+2,54+2,52+2,52+2,52+2,54+2,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,66+2,61+2,61+2,61+2,66+2,66+2,62+2,62+2,62+2,66+2
177294,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,65+2,67+2,67+2,67+2,65+2,64+2,63+2,63+2,63+2,64+2
200592,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,65+2
221328,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,65+2,67+2,67+2,67+2,65+2,65+2,66+2,66+2,66+2,65+2
224144,59+2,59+2,59+2,66+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,61+2,61+2,61+2,66+2,60+2,56+2,56+2,56+2,60+2,58+2,50+2,50+2,50+2,58+2
230288,66+2,66+2,66+2,70+2,67+2,67+2,67+2,70+2,65+2,65+2,65+2,68+2,59+2,59+2,59+2,68+2,55+2,48+2,48+2,48+2,55+2,52+2,43+2,43+2,43+2,52+2
230800,65+2,65+2,65+2,61+2,63+2,63+2,63+2,61+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,44+2,42+2,42+2,42+2,44+2,42+2,41+2,41+2,41+2,42+2
235152,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,61+2,61+2,61+2,65+2,53+2,50+2,50+2,50+2,53+2,49+2,41+2,41+2,41+2,49+2
244624,58+2,58+2,58+2,62+2,63+2,63+2,63+2,62+2,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,59+2,62+2,62+2,62+2,59+2,57+2,55+2,55+2,55+2,57+2
179856,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,61+2,65+2,65+2,65+2,61+2,65+2,68+2,68+2,68+2,65+2,65+2,66+2,66+2,66+2,65+2
201873,,,,,,,,,,,,,,,,,,,,,,,,,,
214929,56+2,56+2,56+2,61+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,63+2,59+2,59+2,59+2,63+2,66+2,62+2,62+2,62+2,66+2,65+2,62+2,62+2,62+2,65+2
239249,54+2,54+2,54+2,57+2,57+2,57+2,57+2,57+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,60+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,63+2,63+2
244625,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,65+2,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,65+2
201362,48+2,48+2,48+2,42+2,46+2,46+2,46+2,42+2,46+2,46+2,46+2,45+2,52+2,52+2,52+2,45+2,54+2,61+2,61+2,61+2,54+2,57+2,65+2,65+2,65+2,57+2
208018,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,60+2,64+2,66+2,66+2,66+2,64+2,64+2,66+2,66+2,66+2,64+2
229266,44+2,44+2,44+2,45+2,44+2,44+2,44+2,45+2,45+2,45+2,45+2,47+2,49+2,49+2,49+2,47+2,59+2,60+2,60+2,60+2,59+2,60+2,65+2,65+2,65+2,60+2
239250,65+2,65+2,65+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,44+2,43+2,43+2,43+2,44+2,41+2,39+2,39+2,39+2,41+2
201875,,,,,,,,,,,,,,,,,,,,,,,,,,
207763,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,65+2,65+2,65+2,66+2
215443,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,56+2,53+2,53+2,53+2,56+2,53+2,46+2,46+2,46+2,53+2
223123,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,61+2,61+2,61+2,65+2,50+2,50+2,50+2,50+2,50+2,47+2,45+2,45+2,45+2,47+2
232595,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,63+2,63+2,61+2,57+2,57+2,57+2,61+2
239763,58+2,58+2,58+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,66+2,59+2,59+2,59+2,66+2,48+2,43+2,43+2,43+2,48+2,44+2,33+2,33+2,33+2,44+2
201621,52+2,52+2,52+2,54+2,50+2,50+2,50+2,54+2,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,65+2,62+2,62+2,62+2,65+2,66+2,67+2,67+2,67+2,66+2
215701,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2
216981,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,52+2,45+2,45+2,45+2,52+2,50+2,45+2,45+2,45+2,50+2
224149,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,49+2,47+2,47+2,47+2,49+2,46+2,42+2,42+2,42+2,46+2
227477,,,,,,,,,,,,,,,,,,,,,,,,,,
228245,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,61+2,61+2,59+2,55+2,55+2,55+2,59+2
232597,51+2,51+2,51+2,56+2,52+2,52+2,52+2,56+2,53+2,53+2,53+2,57+2,53+2,53+2,53+2,57+2,65+2,59+2,59+2,59+2,65+2,65+2,62+2,62+2,62+2,65+2
237461,65+2,65+2,65+2,60+2,63+2,63+2,63+2,60+2,59+2,59+2,59+2,57+2,51+2,51+2,51+2,57+2,41+2,40+2,40+2,40+2,41+2,40+2,41+2,41+2,41+2,40+2
237973,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,61+2,61+2,61+2,67+2,60+2,57+2,57+2,57+2,60+2,58+2,54+2,54+2,54+2,58+2
241301,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,44+2,44+2,44+2,50+2,48+2,40+2,40+2,40+2,48+2
189077,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,54+2,50+2,50+2,50+2,54+2,52+2,47+2,47+2,47+2,52+2
212118,57+2,57+2,57+2,63+2,61+2,61+2,61+2,63+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,61+2,61+2,59+2,54+2,54+2,54+2,59+2
213654,55+2,55+2,55+2,61+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,62+2,66+2,66+2,66+2,62+2,64+2,67+2,67+2,67+2,64+2,63+2,63+2,63+2,63+2,63+2
224150,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,63+2,65+2,65+2,65+2,63+2,62+2,61+2,61+2,61+2,62+2
231318,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,65+2,65+2,65+2,66+2,66+2,63+2,63+2,63+2,66+2
200855,56+2,56+2,56+2,61+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,66+2,63+2,63+2,63+2,66+2,65+2,64+2,64+2,64+2,65+2
232599,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,64+2,65+2,65+2,65+2,64+2,65+2,66+2,66+2,66+2,65+2
240023,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,46+2,43+2,43+2,43+2,46+2,43+2,38+2,38+2,38+2,43+2
176023,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,65+2,65+2,65+2,66+2
242327,58+2,58+2,58+2,65+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,62+2,61+2,61+2,61+2,62+2,60+2,55+2,55+2,55+2,60+2
244375,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,57+2,57+2,57+2,56+2,62+2,62+2,62+2,56+2,62+2,65+2,65+2,65+2,62+2,63+2,62+2,62+2,62+2,63+2
184471,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,65+2,63+2,63+2,63+2,65+2,53+2,53+2,53+2,53+2,53+2,49+2,46+2,46+2,46+2,49+2
198040,,,,,,,,,,,,,,,,,,,,,,,,,,
209816,54+2,54+2,54+2,50+2,51+2,51+2,51+2,50+2,48+2,48+2,48+2,52+2,50+2,50+2,50+2,52+2,60+2,59+2,59+2,59+2,60+2,61+2,65+2,65+2,65+2,61+2
239768,56+2,56+2,56+2,62+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,63+2,59+2,59+2,59+2,63+2,66+2,61+2,61+2,61+2,66+2,66+2,63+2,63+2,63+2,66+2
186776,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,52+2,47+2,47+2,47+2,52+2,48+2,38+2,38+2,38+2,48+2
205465,65+2,65+2,65+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,62+2,59+2,59+2,59+2,62+2,53+2,54+2,54+2,54+2,53+2,51+2,52+2,52+2,52+2,51+2
206489,54+2,54+2,54+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,57+2,57+2,57+2,61+2,65+2,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,65+2
207769,66+2,66+2,66+2,58+2,62+2,62+2,62+2,58+2,60+2,60+2,60+2,56+2,56+2,56+2,56+2,56+2,42+2,46+2,46+2,46+2,42+2,40+2,47+2,47+2,47+2,40+2
156313,47+2,47+2,47+2,43+2,44+2,44+2,44+2,43+2,44+2,44+2,44+2,45+2,49+2,49+2,49+2,45+2,56+2,60+2,60+2,60+2,56+2,57+2,66+2,66+2,66+2,57+2
224665,58+2,58+2,58+2,65+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,61+2,61+2,61+2,65+2,54+2,52+2,52+2,52+2,54+2,52+2,47+2,47+2,47+2,52+2
238489,,,,,,,,,,,,,,,,,,,,,,,,,,
239513,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,54+2,54+2,54+2,59+2,55+2,55+2,55+2,59+2,66+2,63+2,63+2,63+2,66+2,66+2,65+2,65+2,65+2,66+2
144282,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2
219546,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,58+2,54+2,54+2,54+2,58+2,68+2,63+2,63+2,63+2,68+2,69+2,66+2,66+2,66+2,69+2
214684,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,54+2,53+2,53+2,53+2,54+2,53+2,52+2,52+2,52+2,53+2
225692,49+2,49+2,49+2,57+2,53+2,53+2,53+2,57+2,55+2,55+2,55+2,59+2,57+2,57+2,57+2,59+2,66+2,62+2,62+2,62+2,66+2,65+2,62+2,62+2,62+2,65+2
227740,41+2,41+2,41+2,37+2,38+2,38+2,38+2,37+2,39+2,39+2,39+2,39+2,44+2,44+2,44+2,39+2,54+2,58+2,58+2,58+2,54+2,57+2,66+2,66+2,66+2,57+2
233372,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,58+2,56+2,56+2,56+2,58+2,56+2,49+2,49+2,49+2,56+2
204445,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,65+2,63+2,63+2,63+2,65+2,66+2,65+2,65+2,65+2,66+2
219293,58+2,58+2,58+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,62+2,61+2,61+2,61+2,62+2,63+2,66+2,66+2,66+2,63+2
229277,50+2,50+2,50+2,54+2,51+2,51+2,51+2,54+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,65+2,62+2,62+2,62+2,65+2,65+2,66+2,66+2,66+2,65+2
232861,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,55+2,53+2,53+2,53+2,55+2,52+2,47+2,47+2,47+2,52+2
178589,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,66+2,64+2,64+2,64+2,66+2,66+2,65+2,65+2,65+2,66+2
194717,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,54+2,52+2,52+2,52+2,54+2,50+2,42+2,42+2,42+2,50+2
211870,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,53+2,49+2,49+2,49+2,53+2,50+2,43+2,43+2,43+2,50+2
214175,52+2,52+2,52+2,53+2,54+2,54+2,54+2,53+2,57+2,57+2,57+2,56+2,62+2,62+2,62+2,56+2,62+2,66+2,66+2,66+2,62+2,62+2,63+2,63+2,63+2,62+2
223135,56+2,56+2,56+2,54+2,54+2,54+2,54+2,54+2,53+2,53+2,53+2,55+2,57+2,57+2,57+2,55+2,61+2,62+2,62+2,62+2,61+2,62+2,65+2,65+2,65+2,62+2
234399,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,51+2,50+2,50+2,50+2,51+2,49+2,45+2,45+2,45+2,49+2
198816,57+2,57+2,57+2,57+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,58+2,61+2,61+2,61+2,58+2,63+2,65+2,65+2,65+2,63+2,63+2,65+2,65+2,65+2,63+2
201888,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,54+2,51+2,51+2,51+2,54+2,51+2,48+2,48+2,48+2,51+2
